Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
ASFCP*,"Astoria Financial Corp.,",12%,No,No,No,No,Series B Non-cumul Preferred Stock,10/01/03,10/01/03
LKFNP*,"Lakeland Capital Trust,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/02,10/01/03
HCP-B*,"Health Care Property Investors,",8.70%,No,No,No,No,Series B Preferred Stock,9/30/03,10/01/03
FMARP*,"Mariner Capital Trust,",8.30%,No,No,No,No,Preferred Securities,6/30/03,10/01/03
SLG-A*,"SL Green Realty Corp.,",8.0%,No,No,No,Yes,PIERS Preferred Inc Eq Redeem Shares,7/15/03,10/01/03
TUHUM*,"TXU US Holdings Co.,",$6.375,Yes,No,No,No,Cumulative Preferred Stock,10/01/03,10/01/03
HIG-Q*,"Hartford Capital I,",7.70%,Yes,No,No,No,Cumul Qrtly Income Preferred Securities A QUIPS,2/28/01,9/30/03
ABN-A*,"ABN Amro Capital Funding Trust I,",7.50%,No,No,No,No,Non-cumul Guar Trust Preferred Sec,9/30/03,9/30/03
EBS-*,"EBI Capital Trust I,",8.50%,Yes,No,No,No,Cumulative Trust Preferred Securities,9/30/03,9/30/03
SWX-A*,"Southwest Gas Capital I,",9.125%,No,No,No,No,TOPrS Trust Orig Preferred Securities,12/31/00,9/24/03
GAM-*,"General American Investors,",7.20%,Yes,No,No,No,Tax-Advan Cumul Preferred Stock,6/23/03,9/23/03
IBK-*,"Independent Capital Trust,",8.50%,Yes,No,No,No,Cumul Trust Preferred Securities,9/22/03,9/22/03
WR-B*,"Western Resources Capital II,",8 1/2%,Yes,No,No,No,Cumul Qrtly Income Preferred Sec QUIPS,7/31/01,9/22/03
PUGSN*,"Puget Sound Energy,",7.75%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,9/15/03
PCCIP*,"PCC Capital I,",9.375%,Yes,No,No,No,Cumul Trust Preferred Securities,10/01/02,9/15/03
DDR-V*,"Developers Diversified Realty,",9 3/8%,Yes,No,No,Yes,Cumul Redeem Preferred Stock Series A,9/15/03,9/15/03
BSF-F*,"BSCH Finance Ltd,",8.125%,No,No,No,No,Non-cumul Guar Preferred Stock Series F,1/01/02,9/15/03
BSF-G*,"BSCH Finance Ltd,",8.125%,No,No,No,No,Non-cumul Guar Preferred Stock Series G,5/01/02,9/15/03
SEP-A*,"Swedish Export Credit Corp.,",7.20%,No,Yes,No,No,Perp Non-cumul Series B Preferred,12/05/02,9/12/03
HCP-A*,"Health Care Property Investors,",7 7/8%,No,No,No,No,Series A Preferred Stock,9/30/02,9/10/03
FCSTP*,"First Coastal Bancshares Inc.,",10%,Yes,No,Yes,No,Cumul Convertible Preferred Stock A,N/A,9/08/03
OMITP*,"Owens &amp; Minor Trust I,",5.375%,No,No,Yes,No,TECONS Term Convertible Securities,4/30/03,9/04/03
TDS-A*,"TDS Capital I,",8.50%,No,No,No,No,TOPrS Trust Orig Preferred Securities,11/18/02,9/02/03
TDS-B*,"TDS Capital II,",8.04%,No,No,No,No,TOPrS Trust Orig Preferred Securities,3/31/03,9/02/03
SRF*,"Sears Roebuck Acceptance Corp.,",7.00%,No,No,No,No,Notes due 3/01/2038,3/01/03,9/01/03
PPW-A*,"PacifiCorp Capital I,",8 1/4%,Yes,No,No,No,QUIPS Cumul Qrtly Income Preferred Sec A,6/11/01,8/29/03
PPW-B*,"PacifiCorp Capital II,",7.70%,No,No,No,No,Trust Preferred Securities Series B,8/04/02,8/29/03
DDR-D*,"Developers Diversified Realty,",8.68%,No,No,No,No,Dep Shares Preferred Shares Class D,8/20/03,8/20/03
AIV-H*,"Apartment Investment &amp; Management,",9 1/2%,Yes,No,No,No,Class H Cumul Preferred Stock,8/14/03,8/18/03
MAA-B*,"Mid-America Apartment Communities,",8 7/8%,Yes,No,No,No,Series B Cumul Preferred Stock,12/01/02,8/18/03
TMA-A*,"Thornburg Mortgage Asset Corp.,",9.68%,Yes,No,Yes,No,Series A Cumul Convertible Preferred Stock,12/31/99,8/18/03
HI-T*,"Household Capital Trust I,",8 1/4%,No,No,No,No,TOPrS Trust Orig Preferred Securities,6/30/00,8/15/03
HI-P*,"Household Capital Trust IV,",7 1/4%,No,No,No,No,Trust Preferred Securities,3/19/03,8/15/03
MAA-C*,"Mid-America Apartment Communities,",9 3/8%,Yes,No,No,No,Series C Cumul Preferred Stock,6/30/03,8/12/03
MAA-A*,"Mid-America Apartment Communities,",9.50%,Yes,No,No,No,Series A Cumul Preferred Stock,11/01/01,8/12/03
ENN-A*,"Equity Inns Inc.,",9 1/2%,Yes,No,No,No,Series A Cumulative Preferred Stock,6/25/03,8/11/03
MWC*,"MSDW Capital Trust I,",7.10%,No,No,No,No,Capital Securities,3/12/03,8/11/03
ROM-*,"Rio Algom Ltd,",9 3/8%,No,No,No,No,COPRS Preferred Securities,8/07/03,8/07/03
PPA-A*,"Premier Bancorp Inc.,",9.25%,No,Yes,No,No,Series A Non-cumul Perp Preferred Stock,6/13/07,8/01/03
DQZ*,"Duquesne Light Co.,",7 3/8%,No,No,No,No,Quarterly Interest Bonds due 2038,5/01/03,8/01/03
FCX-B*,N/A,N/A,No,No,No,No,N/A,N/A,8/01/03
CBSAO*,"Coastal Bancorp Inc.,",9.12%,Yes,No,No,No,Series A Cumul Preferred Stock,5/15/03,7/31/03
MVBIP*,N/A,N/A,No,No,No,No,N/A,3/31/02,7/31/03
NSP-T**,"NSP Financing I,",7 7/8%,No,No,No,No,TOPrS Trust Orig Preferred Securities,1/31/02,7/31/03
AMB-A*,"AMB Property Corp.,",8 1/2%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,7/27/03,7/28/03
DDR-C*,"Developers Diversified Realty,",8 3/8%,No,No,No,No,Dep Shares Preferred Shares Class C,7/07/03,7/28/03
LNC-Z*,"Lincoln National Capital III,",7.40%,No,No,No,No,TOPrS Trust Orig Preferred Stock,7/24/03,7/24/03
ANB-A*,"Abbey National plc,",8 3/4%,No,No,No,No,Non-cumul Dollar Pref Shares A ADR,11/16/01,7/22/03
SEE-A*,"Sealed Air Corp.,",$2.00,No,No,Yes,No,Series A Convertible Preferred Stock,3/31/03,7/18/03
TXT-T*,"Textron Capital I,",7.92%,No,No,No,No,Trust Preferred Securities,2/09/01,7/17/03
AXP-A*,"American Express Co. Capital Trust I,",7.00%,Yes,No,No,No,QUIPS Cumul Preferred Sec,7/16/03,7/16/03
ALN-D*,"Allen Telecom Inc.,",7.75%,No,No,Yes,No,Series D Convertible Preferred Stock,2/20/05,7/16/03
HCN-B*,"Health Care REIT,",8 7/8%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Stock,5/01/03,7/15/03
GGP-A**,"General Growth Properties,",7.25%,No,No,No,No,PIERS Dep Shares Preferred Stock,7/15/03,7/15/03
TUHUT*,"TXU US Holdings Co.,",$6.98,Yes,No,No,No,Cumulative Preferred Stock,7/01/03,7/15/03
NXTLO*,"Nextel Communications,",13%,No,No,No,No,Series D Exch Preferred Stock,N/A,7/15/03
EGP-A*,"EastGroup Properties Inc.,",9.00%,Yes,No,No,Yes,Cumul Redeem Preferred Stock A,6/19/03,7/07/03
TCL-**,"TransCanada Capital,",8.75%,Yes,No,No,No,TOPrS Cumul Trust Orig Preferred Securities,7/23/01,7/03/03
TUE-A*,"TXU US Holdings Co.,",7.50%,Yes,No,No,No,Dep Shares Cumul Preferred Stock A,N/A,7/01/03
TUE-B*,"TXU US Holdings Co.,",7.22%,Yes,No,No,No,Dep Shares Cumul Preferred Stock B,N/A,7/01/03
PLD-E*,"ProLogis Trust,",8.75%,Yes,No,No,Yes,Series E Cumul Redeem Preferred Shares,6/30/03,7/01/03
PKY-A*,"Parkway Properties Inc.,", 8.75%,Yes,No,No,Yes,Cumul Redeem Preferred Stock A,4/23/03,6/30/03
PSA-C**,N/A,N/A,No,No,No,No,N/A,6/30/99,6/30/03
PSR-C*,"PSCO Capital Trust I,",7.60%,No,No,No,No,TOPrS Trust Orig Preferred Securities,5/11/03,6/30/03
UDS-A*,"UDS Capital I,",8.32%,No,No,No,No,TOPrS Trust Orig Preferred Securities,6/30/02,6/30/03
SO-B*,"Southern Co. Capital Trust IV,",7 1/8%,No,No,No,No,TOPrS Trust Orig Preferred Sec,6/30/03,6/30/03
WSBCP*,"WesBanco Inc. Capital Trust I,",8.50%,No,No,No,No,Trust Preferred Securities,4/30/03,6/30/03
DUK-T*,"Duke Capital Financing Trust I,",7 3/8%,No,No,No,No,TOPrS Trust Orig Preferred Sec,6/30/03,6/30/03
EOP-F*,"Equity Office Properties Trust,",8.0%,Yes,No,No,Yes,Cumul Redeem Preferred Units F,6/04/03,6/30/03
CL-*,"Colgate-Palmolive Co.,",$4.25,Yes,No,No,No,Cumulative Preferred Stock,N/A,6/30/03
AIV-C*,"Apartment Investment &amp; Management,",9.00%,Yes,No,No,No,Class C Cumul Preferred Stock,12/23/02,6/30/03
AJB*,"Appalachian Power Co.,",7.20%,No,No,No,Yes,Redeem Senior Notes due 2038,3/03/03,6/30/03
AJC*,"Appalachian Power Co.,",7.30%,No,No,No,Yes,Redeem Senior Notes due 2038,4/22/03,6/30/03
BPC-A*,"BCP Intl Bank Ltd,",8%,No,No,No,No,Non-cumul Exch Preference Shares Series A,N/A,6/30/03
BUF-C*,"BankUnited Capital III,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/03,6/30/03
BVG-C*,"BBVA Privanza Intl (Gibraltar) Ltd,",8.00%,No,No,No,No,Pref Series C ADR,N/A,6/30/03
FBC-P*,"Flagstar Capital Corp.,",8.50%,No,No,No,No,Non-Cumul Exch Preferred Stock Series A,3/01/03,6/30/03
FBA-T*,"First America Capital Trust,",8.50%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/03,6/30/03
IBNKP*,"Integra Capital Trust I,",8.25%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/03,6/30/03
JRL*,"Cincinnati Gas &amp; Electric Co.,",8.28%,No,No,No,No,Jr Subor Defer Int Debs,6/30/00,6/30/03
JYP-Z*,"JCP&amp;L Capital,",8.56%,Yes,No,No,No,Series A Cumul Monthly Income Preferred Securities,5/18/00,6/29/03
EOP-E*,"Equity Office Properties Trust,",7.875%,Yes,No,No,Yes,Cumul Redeem Preferred Units E,10/10/02,6/27/03
SOV-*,"Sovereign Capital Trust II,",7.50%,No,No,No,No,PIERS Units Trust Preferred,11/20/29,6/27/03
NFX-A*,"Newfield Financial Trust I,",6 1/2%,No,No,Yes,No,QUIPS Convertible Preferred Sec A,8/15/02,6/27/03
PE-X*,"PECO Energy Capital Trust II,",8.00%,No,No,No,No,Monthly Income Preferred Securities,6/06/02,6/24/03
SKT-A*,"Tanger Factory Outlet Centers,",$1.575,No,No,Yes,No,Dep Shares Convertible Preferred Shares A,N/A,6/20/03
EQR-L*,"Equity Residential Properties Trust,",7.625%,Yes,No,No,Yes,Cumul Redeem Preferred Series L,2/13/03,6/19/03
GAB-*,"Gabelli Equity Trust,",7.25%,Yes,No,No,No,Tax Advantaged Cumulative Preferred Stock,6/09/03,6/17/03
SAC-T*,"SCE&amp;G Trust I,",7.55%,No,No,No,No,"Trust Preferred Securities, Series A",9/30/02,6/16/03
DSW**,"Southwestern Bell Telephone Co.,",6 7/8%,No,No,No,No,Debentures due 2048,3/31/03,6/15/03
FRT-A*,"Federal Realty Investment Trust,",7.95%,Yes,No,No,Yes,Cumul Redeem Preferred Securities A,10/06/02,6/13/03
KIM-A*,"Kimco Realty Corp.,",7 3/4%,Yes,No,No,Yes,Class A Dep Shares Cumul Redeem Preferred Stock,9/23/98,6/09/03
KIM-C*,"Kimco Realty Corp.,",8 3/8%,Yes,No,No,Yes,Class C Dep Shares Cumul Redeem Preferred Stock,4/15/01,6/09/03
PRE-A*,"PartnerRe Ltd,",8%,Yes,No,No,No,Series A Cumulative Preferred Shares,7/10/02,6/09/03
YCT*,"Yorkshire Capital Trust I,",8.08%,No,No,No,No,Trust Securities,6/09/03,6/09/03
PFSBP*,"PennFed Capital Trust I,",8.90%,Yes,No,No,No,Cumul Trust Preferred Securities,10/31/02,6/03/03
KIM-B*,"Kimco Realty Corp.,",8 1/2%,Yes,No,No,Yes,Class B Dep Shares Cumul Redeem Preferred Stock,7/15/00,6/02/03
BK-D*,"BNY Capital III,",7.05%,No,No,No,No,"Preferred Securities, Series D",3/24/03,6/01/03
BCB-*,"Barclays Bank plc,",8%,No,No,Yes,No,Convertible Capital Notes Series E ADR,4/01/03,6/01/03
BAC-Y**,"BankAmerica Capital IV,",7%,No,No,No,No,TOPrS Trust Orig Preferred Securities,2/24/03,5/30/03
KPC*,"Kentucky Power Co.,",8.72%,No,No,No,No,Junior Subor Defer Int Debentures A,4/20/00,5/30/03
IMJ*,"Indiana Michigan Power Co.,",8.00%,No,No,No,No,Jr Sub Defer Int Debs A,3/26/01,5/30/03
IMK*,"Indiana Michigan Power Co.,",7.60%,No,No,No,No,Jr Sub Defer Int Debs,5/07/03,5/30/03
GSLCP*,"Guaranty Capital Trust I,",$1.75,No,No,Yes,No,Convertible Preferred Securities,4/29/03,5/19/03
STSAO*,"Sterling Capital Trust I,",9.50%,Yes,No,No,No,Cumulative Capital Securities,6/30/02,5/16/03
PPCCP*,"People's Preferred Capital Corp.,",9.75%,No,No,No,No,Non-cumul Exch Preferred Stock A,10/15/02,5/15/03
ETMXP*,"Entercom Communications Capital Trust,",6.25%,No,No,Yes,No,Conv Preferred TIDES,N/A,5/14/03
FBF-H*,"Fleet Capital Trust I,",8.00%,Yes,No,No,No,Cumul TOPrS Trust Preferred,4/15/01,5/08/03
FBF-I*,"Fleet Capital Trust III,",7.05%,Yes,No,No,No,Cumul TOPrS Trust Preferred,3/31/03,5/07/03
FBF-J*,"Fleet Capital Trust IV,",7.17%,Yes,No,No,No,Cumul TOPrS Trust Preferred,3/31/03,5/07/03
FBNKO*,"First Preferred Capital Trust,",9.25%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/02,5/07/03
CLP-A*,"Colonial Properties Trust,",8 3/4%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,11/06/02,5/07/03
CNT-A*,"CenterPoint Properties Trust,",8.48%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,10/30/02,5/06/03
NXL-B*,"New Plan Excel Realty Trust,",8 5/8%,Yes,No,No,No,Dep Shares Cumul Preferred Stock B,1/13/03,5/05/03
WRI-A*,"Weingarten Realty Investors,",7.44%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,3/31/03,5/05/03
RWT-B*,"Redwood Trust Inc.,",9.74%,Yes,No,Yes,No,Cumul Convertible Preferred Stock B,10/01/99,5/02/03
HCP-C*,"Health Care Property Investors,",8.60%,No,No,No,No,Dep Shares Series C Preferred,10/27/02,5/02/03
N-E*,"Inco Ltd,", 5.5%,No,No,Yes,Yes,Convertible Redeem Preferred Shares Series E,8/21/01,5/01/03
HI-M*,"Household Intl Inc.,",5.00%,Yes,No,No,No,Cumulative Preferred Stock,N/A,4/28/03
HI-N*,"Household Intl Inc.,",$4.50,Yes,No,No,No,Cumulative Preferred Stock,N/A,4/28/03
HI-O*,"Household Intl Inc.,",$4.30,Yes,No,No,No,Cumulative Preferred Stock,N/A,4/28/03
AKB**,"Ambac Financial Group Inc.,",7.08%,No,No,No,No,Debentures due 3/31/2098,3/31/03,4/28/03
PDG-A*,"Placer Dome, Inc.",8 5/8%,No,No,No,No,COPrS Preferred A,12/17/01,4/24/03
ABJ**,"Alabama Power Co.,",7.00%,No,No,No,No,Senior Notes Series C due 3/31/2048,4/23/03,4/23/03
ERE*,"Equitable Resources Capital Trust I,",7.35%,No,No,No,No,Capital Securities,4/23/03,4/23/03
IBCPP*,"IBC Capital Finance,",9.25%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/01,4/21/03
NJP*,"New Jersey Economic Devel Auth,",7.60%,No,No,No,No,Bonds Series 1997C,6/30/02,4/17/03
MFG-A*,"MB Capital I,",8.75%,Yes,No,No,No,Cumulative Trust Preferred Securities,2/09/03,4/11/03
TAP-X*,"Travelers P&amp;C Capital I,",8.08%,No,No,No,No,Trust Preferred Securities,4/30/01,4/09/03
TAP-Y*,"Travelers P&amp;C Capital II,",8.00%,No,No,No,No,Trust Preferred Securities,5/15/01,4/09/03
CFBXZ*,"CFB Capital II,",8.20%,Yes,No,No,No,Cumulative Capital Securities,12/15/02,4/04/03
USB-A*,"USB Capital II,",7.20%,No,No,No,No,TOPrS Trust Orig Preferred Securities,4/01/03,4/01/03
MSFGP*,"IUB Capital Trust,",8.75%,Yes,No,No,No,Cumulative Trust Preferred Securities,12/31/02,4/01/03
MVLEP*,"Marvel Enterprises Inc.,",8.00%,Yes,No,Yes,No,Cumul Convertible Exch Preferred Stock,N/A,3/31/03
NIC*,"NiSource Capital Markets,",7 3/4%,No,No,No,No,Qrtly Debt Capital Securities,3/31/01,3/31/03
PSA-B**,"Public Storage Inc.,",9.20%,Yes,No,No,No,"Cumulative Preferred Stock, Series B",3/31/03,3/31/03
YDVLP*,"Yardville Capital Trust,",9.25%,Yes,No,No,No,Cumul Trust Preferred Securities,11/01/02,3/31/03
HI-S*,"Household Intl, Inc.,",7.50%,Yes,No,No,No,Dep Shares Cumul Preferred Stock 2001-A,9/27/06,3/31/03
HI-H*,"Household Intl, Inc.,",7 5/8%,Yes,No,No,No,Dep Shares Cumul Preferred Stock 2002-B,9/17/07,3/31/03
HI-G*,"Household Intl, Inc.,",7.60%,Yes,No,No,No,Dep Shares Cumul Preferred Stock 2002-A,3/25/07,3/31/03
HI-Z*,"Household Intl, Inc.,",8.25%,Yes,No,No,No,Dep Shares Cumul Preferred Stock 1992-A,10/15/02,3/31/03
GGT-*,"Gabelli Global Multimedia Trust,",7.92%,Yes,No,No,No,Cumulative Preferred Stock,6/01/02,3/31/03
FSMEP*,N/A,N/A,No,No,No,No,N/A,N/A,3/28/03
BKUNZ*,"BankUnited Capital II,",9.60%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/02,3/28/03
NRV*,"National Rural Utilities Coop Finance Corp.,",7.65%,No,No,No,No,QUICS,9/15/02,3/28/03
CFP**,"California Federal Pfd Cap Corp.,",9 1/8%,No,No,No,No,Non-cumul Exch Preferred Stock A,1/31/03,3/27/03
ACA*,"Alabama Power Co.,",7.00%,No,No,No,No,"Senior Qrtly Interest Notes, Series B due 12/31/2047",2/26/03,3/21/03
IKT-A*,"Intrust Capital Trust,",8.24%,Yes,No,No,No,Cumul Trust Preferred Securities,1/31/03,3/21/03
AVB-D*,"AvalonBay Communities Inc.,",8.00%,Yes,No,No,Yes,Cumul Redeem Preferred Stock D,12/15/02,3/20/03
CWE-T*,"Comed Financing I,",8.48%,No,No,No,No,TOPrS Trust Orig Preferred Securities,9/30/00,3/20/03
EKP-*,"Eksportfinans ASA,",8.70%,No,No,No,No,Preferred Capital Securities,3/20/03,3/20/03
ANZ-*,"Australia &amp; New Zealand Banking,",9 1/8%,No,No,No,No,Capital Securities,N/A,3/04/03
C-RCL*,N/A,N/A,No,No,No,No,N/A,8/31/99,3/03/03
C-Q**,N/A,N/A,No,No,No,No,N/A,5/31/99,3/03/03
C-N*,"Citigroup Capital IV,",6.85%,No,No,No,No,TRUPS Trust Preferred Securities,1/22/03,3/03/03
SSR*,"SSBH Capital I,",7.20%,No,No,No,No,TRUPS Trust Preferred Securities,1/28/03,3/03/03
BANGM*,"Bangor Hydro-Electric Co.,",4.25%,Yes,No,No,No,Callable Cumul Preferred Stock,N/A,3/01/03
BANGP*,"Bangor Hydro-Electric Co.,",4%,Yes,No,No,No,Cumul Callable Series A Preferred Stock,N/A,3/01/03
CIV-B*,"Atlantic Capital I,",8.25%,Yes,No,No,No,QUIPS Cumul Qrtly Income Preferred Securities,10/01/01,2/28/03
GCV-*,"Gabelli Convertible &amp; Income Securities Fund,",8.00%,Yes,No,No,No,Cumulative Preferred Stock,5/15/02,2/11/03
JEFFP*,"JeffBanks, Inc.",9.25%,Yes,No,No,Yes,Cumul Redeem Deferr Trust Preferred,3/31/02,2/03/03
RBS-B*,"Royal Bank of Scotland,",$2.52,No,No,No,No,Non-cumul Dollar Preference Shares Series B ADR,8/23/01,1/30/03
RBS-C*,"Royal Bank of Scotland,",$2.14,No,No,No,No,Non-cumul Dollar Preference Shares Series C ADR,8/27/02,1/30/03
IRNWP*,"iDine Rewards Network, Inc.",12%,No,No,Yes,Yes,Senior Redeem Convertible Preferred A,11/09/02,1/23/03
BANCP*,"BBC Capital Trust I,",9 1/2%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/02,1/21/03
GUP-A*,"Gulf Power Capital Trust I,",7.625%,Yes,No,No,No,QUIPS Cumul Preferred Securities,1/31/02,1/15/03
ALZ*,"Alabama Power Co.,",7 1/8%,No,No,No,No,Senior Notes Series A due 12/1/2047,12/01/02,1/13/03
EDL*,"Consolidated Edison Co. of NY,",7 3/4%,No,No,No,No,QUICS Qrtly Inc Cap Sec,3/31/01,1/12/03
CFB-*,"CFC Preferred Trust,",9.375%,Yes,No,No,No,Cumul Trust Preferred Securities,5/15/02,12/31/02
FSVBP*,"Franklin Finance Corp,",8.70%,No,No,No,No,Non-Cumul Preferred Stock Series A,12/22/02,12/31/02
FBCPP*,"Franklin Finance Corp,",8.70%,No,No,No,No,Non-Cumul Preferred Stock Series A,12/22/02,12/31/02
IAC-A*,"IAC Capital Trust,", 8 1/4%,No,No,No,No,TOPrS Trust Orig Preferred Securities A,12/31/02,12/31/02
WGR-*,"Western Gas Resources Inc.,",$2.28,Yes,No,No,No,Cumul Preferred Stock,11/15/97,12/27/02
ELO-A*,"EDF London Capital L.P.,",8 5/8%,Yes,No,No,No,Cumul QUIPS Preferred,11/19/02,12/20/02
ALJ*,"Allstate Corp.,",7.125%,No,No,No,Yes,Redeem QUIBS Senior Bonds,12/19/02,12/19/02
FSD*,"Financial Security Assurance Holdings Ltd,",7.375%,No,No,No,No,Senior QUIDS,9/18/02,12/12/02
GPE-U*,"Georgia Power Capital Trust II,",7.60%,No,No,No,No,Trust Preferred Securities,1/16/02,12/06/02
F-B*,"Ford Motor Co.,",$2.0625,No,No,No,No,Series B Depositary Shares,12/01/02,12/01/02
GWF-T*,"Great Western Financial Trust I,", 8 1/4%,No,No,No,No,TOPrS Trust Orig Preferred,12/31/00,11/29/02
FSBIP*,"FB Capital Trust,",9.75%,No,No,No,No,Preferred Securities,7/15/02,11/04/02
SBIBP*,"Sterling Bancshares Capital Trust I,",9.28%,No,No,No,No,Cum Trust Preferred Securities,6/06/02,11/01/02
NPBCP*,"NPB Capital Trust,",9.00%,No,No,No,No,Preferred Securities,6/30/02,10/31/02
ALP-Q*,"Alabama Power Capital Trust I,",7.375%,No,No,No,No,Trust Preferred Securities,3/31/01,10/31/02
ALP-R*,"Alabama Power Capital Trust II,",7.60%,No,No,No,No,TOPrS Trust Orig Preferred Sec,1/16/02,10/31/02
PL-T*,"PLC Capital Trust I,",8 1/4%,No,No,No,No,TOPrS Trust Orig Preferred Securities,4/29/02,10/25/02
DRE-F*,"Duke Realty Investments,",8.00%,Yes,No,No,Yes,Dep Shares Cumul Redeem Preferred Shares F,10/10/02,10/10/02
PSA-J*,"Public Storage Inc.,",8.00%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series J",8/31/02,10/07/02
PSA-A***,"Public Storage Inc.,",10.0%,Yes,No,No,No,Cumulative Preferred Stock Series A,9/30/02,9/30/02
VEL-T*,"Virginia Power Capital Trust I,",8.05%,No,No,No,No,Trust Preferred Securities,9/30/00,9/30/02
HR-A*,"Healthcare Realty Trust, Inc.,",8 7/8%,Yes,No,No,No,Voting Cumul Preferred Stock,9/30/02,9/30/02
PPL-D*,"PP&amp;L Capital Trust II,",8.10%,No,No,No,No,TOPrS Trust Orig Preferred Securities,7/01/02,9/18/02
IPWEP*,"Interstate Power &amp; Light,",4.80%,Yes,No,No,No,Cumul Preferred Stock,N/A,9/16/02
INPCN*,"Interstate Power &amp; Light,",4.68%,Yes,No,No,No,Cumul Preferred Stock,N/A,9/16/02
INPCO*,"Interstate Power &amp; Light,",7.76%,Yes,No,No,No,Cumul Preferred Stock,N/A,9/16/02
INPCP*,"Interstate Power &amp; Light,",4.36%,Yes,No,No,No,Cumul Preferred Stock,N/A,9/16/02
BK-C*,"BNY Capital II,",7.80%,No,No,No,No,"Trust Preferred Securities, Series C",9/01/02,9/01/02
TRW-B*,"TRW Inc.,",$4.40,Yes,No,Yes,No,Convertible Series 1 Cumul Serial Preference Stock II,N/A,8/30/02
TRW-D*,"TRW Inc.,",$4.50,Yes,No,Yes,No,Convertible Series 3 Cumul Serial Preference Stock II,N/A,8/30/02
LRY-A*,"Liberty Property Trust,",8.80%,Yes,No,No,Yes,Cumul Redeem Preferred Shares A,7/30/02,8/28/02
SO-A*,"Southern Co. Capital Trust III,",7.75%,No,No,No,No,Qrtly Inc Preferred Sec QUIPS,6/06/02,8/23/02
ASN-C*,"Archstone Communities Trust,",8.625%,Yes,No,No,Yes,Cumul Redeem Preferred Shares C,8/20/02,8/20/02
SHU-B*,"Shurgard Storage Centers,",8.80%,Yes,No,No,Yes,Cumul Redeem Preferred Stock B,6/30/02,8/19/02
OEC-T*,"Ohio Edison Financing Trust,",9%,Yes,No,No,No,Cumul Trust Preferred Cap Securities A,12/31/00,8/15/02
GBP-A*,"Gables Residential Trust,",8.30%,Yes,No,No,Yes,Cumul Redeem Preferred Shares A,7/24/02,8/09/02
FNM-C*,"Fannie Mae,",6.45%,No,No,No,No,"Non-Cumulative Preferred Stock, Series C",9/20/01,7/31/02
NORWP*,"Northwestern Public Service Co.,",4 1/2%,Yes,No,No,No,Cumul Preferred Stock,N/A,7/31/02
EOP-A*,"Equity Office Properties Trust,",8.98%,Yes,No,No,Yes,Cumul Redeem Preferred Shares A,6/15/02,7/29/02
CJA**,Columbus Southern Power,7.92%,No,No,No,No,Junior Subor Debentures Series B,3/05/02,7/24/02
CSJ*,Columbus Southern Power,8.375%,No,No,No,No,Junior Subor Debentures Series A,9/27/00,7/24/02
APJ*,"Appalachian Power Co.,",8 1/4%,No,No,No,No,Junior Subor Debentures Series A,9/17/01,7/24/02
AJA*,"Appalachian Power Co.,", 8.00%,No,No,No,No,Junior Subor Debentures Series B,3/18/02,7/24/02
OPJ*,"Ohio Power Co.,",8.16%,No,No,No,No,Junior Subor Defer Int Debentures A,10/18/00,7/24/02
OJA*,"Ohio Power Co.,",7.92%,No,No,No,No,Junior Subor Defer Int Debentures,3/18/02,7/24/02
DNFCP*,"D&amp;N Capital Corp.,",9.0%,No,No,No,No,"Non-Cumul Preferred Stock, Series A",7/21/02,7/22/02
GBBKP*,"GBB Capital I,",9.75%,Yes,No,No,No,Cumulative Trust Preferred Securities,4/01/02,7/19/02
GPE-V*,"Georgia Power Capital Trust III,",7.75%,No,No,No,No,QUIPS Preferred Securities,6/11/02,7/19/02
GPE-T*,"Georgia Power Capital Trust I,",7.75%,No,No,No,No,Trust Preferred Securities,9/30/01,7/19/02
CBSAP*,"Coastal Banc ssb,",9.00%,No,No,No,No,Non-Cumul Preferred Stock Series A,12/15/98,7/15/02
NXL-A*,"New Plan Excel Realty Trust,",8 1/2%,Yes,No,Yes,No,Cumul Convertible Preferred Stock A,2/05/02,7/15/02
RLR-B*,"ReliaStar Financing II,",8.10%,No,No,No,No,TOPrS Trust Orig Preferred Securities,6/03/02,7/15/02
AVB-C*,"AvalonBay Communities, Inc.",8.50%,Yes,No,No,Yes,Cumul Redeem Preferred Stock C,6/20/02,7/12/02
GFLSP*,"GCB Capital Trust,",10.00%,No,No,No,No,Preferred Securities,6/30/02,7/08/02
